./docs/ext/docstrings.py,jinja2_autoescape_false,B701,HIGH,HIGH,https://cwe.mitre.org/data/definitions/94.html,"By default, jinja2 sets autoescape to False. Consider using autoescape=True or use the select_autoescape function to mitigate XSS vulnerabilities.",37,14,58,"[37, 38]",https://bandit.readthedocs.io/en/1.7.6/plugins/b701_jinja2_autoescape_false.html
./tools/python_test.py,hardcoded_tmp_directory,B108,MEDIUM,MEDIUM,https://cwe.mitre.org/data/definitions/377.html,Probable insecure usage of temp file/directory.,22,45,69,[22],https://bandit.readthedocs.io/en/1.7.6/plugins/b108_hardcoded_tmp_directory.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,23,0,43,[23],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,25,0,55,[25],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,32,0,45,[32],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,41,0,42,[41],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,42,0,36,[42],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,51,0,49,[51],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,55,0,25,[55],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,56,0,36,[56],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,0,56,[58],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,59,0,50,[59],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,65,4,16,[65],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,69,0,38,[69],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,71,0,38,[71],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,75,0,40,[75],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,77,0,40,[77],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,0,33,[81],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,85,0,37,[85],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,96,0,34,[96],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,97,0,39,[97],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,108,0,39,[108],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,109,0,39,[109],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,112,0,39,[112],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,117,0,56,[117],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,123,0,33,[123],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,125,0,33,[125],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,135,0,35,[135],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,136,0,37,[136],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,137,0,45,[137],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,142,0,20,[142],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,143,0,20,[143],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,144,0,28,[144],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,162,0,44,[162],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,165,0,22,[165],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,166,0,39,[166],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,168,0,33,[168],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,171,0,28,[171],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,176,0,45,[176],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,179,0,38,[179],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,181,0,33,[181],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,183,0,34,[183],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,188,0,49,[188],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,194,0,28,[194],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,201,0,45,[201],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,204,0,59,[204],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,205,0,59,[205],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,206,0,67,[206],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,207,0,44,[207],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,211,0,43,[211],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,214,0,51,[214],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,219,0,47,[219],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,225,0,48,[225],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,229,0,32,[229],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,252,0,37,[252],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,254,0,37,[254],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,271,0,20,[271],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,273,0,25,[273],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,280,0,30,[280],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,282,0,30,[282],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,284,0,45,[284],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./tools/python_test.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,291,0,57,[291],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
